BTmag,e_Plx,e_DEdeg,e_RAdeg,pmDE,pmRA,Plx,Vmag,B-V,VTmag,V-I,Hpmag,e_B-V,e_V-I,r_Vmag,r_SpType,SpType
9.921,1.28,0.82,1.14,25.43,114.54,9.51,9.34,0.526,9.394,0.6,9.4622,0.011,0.01,0,2,0
5.676,0.73,0.46,0.56,-39.65,58.32,20.42,5.16,0.442,5.207,0.51,5.2579,0.004,0.0,1,7,1
9.221,0.89,0.61,0.68,-42.23,-0.26,0.95,7.14,1.575,7.326,1.88,7.2362,0.005,0.05,1,2,1
9.553,1.14,0.87,0.74,12.35,31.51,2.75,9.15,0.363,9.17,0.42,9.2305,0.019,0.02,1,0,1
7.239,1.26,1.21,1.0,-1.69,25.67,4.91,7.23,0.01,7.168,0.04,7.2119,0.042,0.01,0,7,0
9.831,2.37,1.87,1.59,-42.6,-26.03,5.36,9.14,0.508,9.298,0.58,9.2464,0.017,0.02,1,1,0
7.772,0.53,0.46,0.44,-6.44,14.23,4.68,5.96,1.397,6.125,1.42,6.1045,0.005,0.03,0,0,1
8.878,0.71,0.56,0.53,1.29,59.48,3.07,7.26,1.249,7.394,1.21,7.4177,0.011,0.01,1,0,1
6.448,0.87,0.48,0.66,-71.48,32.77,10.5,5.18,1.006,5.279,0.94,5.3382,0.015,0.03,1,2,1
9.033,1.09,0.69,0.91,-25.82,38.97,4.79,8.1,0.747,8.183,0.79,8.2437,0.012,0.01,1,2,0
9.196,1.11,0.87,0.82,32.97,11.79,10.65,8.56,0.532,8.617,0.6,8.675,0.008,0.01,1,2,0
7.37,0.62,0.49,0.47,-21.2,26.56,7.25,7.36,0.006,7.365,0.03,7.3719,0.007,0.01,1,0,0
9.161,1.23,0.7,0.99,-10.08,-32.79,8.57,8.64,0.476,8.667,0.55,8.738,0.015,0.02,0,3,0
11.154,2.27,1.73,1.88,64.58,158.0,19.82,9.71,1.036,9.88,1.09,9.8397,0.005,0.01,0,1,0
10.687,1.09,0.85,0.83,2.4,6.06,1.78,9.09,1.223,9.237,1.18,9.2506,0.037,0.04,1,0,1
9.065,1.3,0.7,1.05,-58.19,-33.42,7.04,8.44,0.533,8.5,0.61,8.5534,0.014,0.01,1,3,0
9.552,1.34,0.77,1.17,-11.86,23.55,8.91,8.99,0.495,9.074,0.57,9.1056,0.015,0.02,0,3,0
8.109,1.5,1.0,1.56,-115.04,133.24,13.41,7.4,0.631,7.411,0.7,7.5285,0.012,0.01,1,3,0
8.781756678668268,2.19,1.45,1.78,-200.07,61.82,54.91,11.16,1.485,7.975777382882781,1.98,11.1778,0.015,0.09,0,6,0
10.013,1.19,0.72,1.11,6.18,-2.36,3.71,8.52,1.175,8.642,1.14,8.6811,0.015,0.01,1,3,1
8.459,1.25,2.15,3.63,-1.82,-2.79,-0.37,8.35,0.14,8.344,0.07,8.3724,0.015,0.01,1,7,1
9.757,1.48,0.75,1.34,56.42,411.11,16.39,8.93,0.677,8.998,0.74,9.0745,0.003,0.0,0,2,0
8.743,1.07,0.69,0.75,-0.18,0.6,5.52,8.38,0.318,8.415,0.37,8.4694,0.015,0.02,0,2,1
10.22,1.43,0.86,1.18,22.2,83.91,8.53,9.59,0.515,9.621,0.59,9.7173,0.015,0.02,0,2,0
9.353,0.81,0.62,0.56,12.28,31.51,3.14,7.82,1.179,7.959,1.14,7.9849,0.013,0.01,1,0,1
9.252,1.22,0.72,1.0,-9.91,17.58,10.08,8.78,0.447,8.792,0.52,8.881,0.02,0.02,1,3,0
8.894,1.06,0.66,0.87,-9.84,64.15,7.13,8.42,0.425,8.482,0.49,8.5178,0.015,0.02,0,3,0
9.412,1.18,0.78,0.73,32.84,-28.33,6.88,8.88,0.455,8.93,0.52,8.9812,0.003,0.0,1,1,0
9.602,1.24,0.83,0.89,-17.86,66.32,6.17,8.88,0.605,8.939,0.67,9.0059,0.017,0.01,1,1,0
8.553,0.89,0.54,0.63,-17.23,-16.78,3.38,8.05,0.431,8.096,0.5,8.1449,0.008,0.01,1,7,1
9.763,0.71,0.57,0.56,7.16,10.8,2.8,7.84,1.452,8.022,1.45,7.9779,0.017,0.03,1,0,1
9.279,1.1,0.61,1.08,-8.53,0.81,2.59,7.57,1.322,7.703,1.28,7.7283,0.014,0.02,1,3,1
8.107,0.78,0.49,0.43,47.78,69.66,11.29,6.68,1.102,6.808,1.06,6.848,0.003,0.0,0,1,1
9.428,7.12,4.63,5.63,-399.85,212.89,44.57,8.3,0.888,8.414,0.96,8.4498,0.003,0.02,1,2,0
8.781756678668268,2.65,1.73,2.34,-229.39,185.86,20.26,11.21,1.47,7.975777382882781,1.75,11.3149,0.51,0.55,1,7,0
7.845,0.95,0.66,0.78,22.35,63.78,5.98,6.25,1.225,6.389,1.21,6.4145,0.015,0.03,1,6,1
10.199,1.17,0.9,0.79,-45.27,74.62,6.47,9.4,0.666,9.455,0.73,9.5415,0.022,0.02,1,0,0
9.643,1.01,0.82,0.74,-23.92,-16.53,8.39,9.1,0.471,9.155,0.54,9.205,0.018,0.02,1,0,0
7.349,0.75,0.55,0.49,9.2,69.03,7.4,7.3,0.035,7.311,0.05,7.3217,0.008,0.01,1,0,0
9.547,0.91,0.73,0.79,-45.85,-8.25,22.53,8.59,0.769,8.668,0.81,8.7253,0.016,0.01,1,0,0
10.44,1.78,1.26,1.44,-51.91,115.62,9.93,9.52,0.727,9.616,0.78,9.6591,0.033,0.02,1,1,0
10.17,1.23,0.77,0.94,-22.52,13.22,1.54,8.59,1.222,8.721,1.18,8.7483,0.025,0.03,1,2,1
10.239,1.0,0.88,0.81,-5.87,21.49,1.44,9.81,0.422,9.807,0.49,9.9069,0.028,0.03,1,0,0
10.145,1.23,0.61,1.01,-23.76,0.68,2.34,8.2,1.499,8.345,1.53,8.3283,0.022,0.03,1,3,1
7.161,0.73,0.48,0.55,-24.55,101.51,13.13,6.75,0.371,6.786,0.43,6.8337,0.004,0.0,1,2,1
9.955,1.23,0.84,0.7,-6.33,25.88,8.54,9.37,0.496,9.415,0.57,9.4914,0.015,0.02,0,1,0
9.588,1.0,0.72,0.61,11.02,124.73,5.97,8.34,0.973,8.463,1.02,8.5067,0.005,0.01,1,0,1
10.479,1.5,0.98,0.93,-1.27,-6.79,2.55,9.22,0.993,9.322,0.97,9.3824,0.023,0.02,1,1,1
7.209,0.91,0.56,0.78,60.45,394.27,49.05,6.39,0.659,6.451,0.7,6.5228,0.004,0.02,0,3,0
9.074,0.77,0.51,0.55,-4.97,4.19,2.26,7.03,1.588,7.203,1.62,7.1439,0.011,0.04,1,2,1
8.182,1.25,0.98,0.95,-1.73,-3.61,2.24,8.17,0.06,8.117,0.07,8.1017,0.014,0.01,0,7,1
8.743,0.82,0.48,0.65,5.18,3.2,3.88,6.69,1.556,6.91,2.33,6.7343,0.01,0.03,1,6,1
10.274,1.58,1.2,1.04,-23.56,-4.44,3.62,9.61,0.563,9.668,0.64,9.7345,0.03,0.03,1,1,0
8.495,0.86,0.5,0.69,25.04,76.78,3.23,6.43,1.595,6.622,1.87,6.5164,0.002,0.05,1,3,1
10.045,1.07,0.73,0.88,-13.57,7.98,1.62,8.75,0.756,8.845,0.8,8.8941,0.015,0.01,1,2,1
9.55,0.93,0.61,0.52,6.58,12.91,3.56,7.63,1.463,7.81,1.62,7.7556,0.02,0.02,0,1,1
6.467,0.83,0.53,0.68,2.68,22.06,5.13,6.55,-0.06,6.548,-0.04,6.5393,0.002,0.0,0,2,1
8.909,1.18,0.64,1.07,-20.94,-47.1,6.55,8.35,0.478,8.415,0.55,8.4466,0.015,0.02,0,3,0
8.553,1.9,2.5,1.84,9.81,23.58,5.68,7.99,0.475,8.113,0.55,8.0982,0.004,0.0,0,0,0
10.161,0.87,0.63,0.67,-5.62,14.06,2.0,7.82,1.376,8.005,1.94,7.9088,0.15,0.07,1,7,0
8.835,0.91,0.57,0.78,-38.29,29.86,4.23,6.81,1.56,7.015,2.19,6.8734,0.015,0.05,1,2,1
10.4,0.95,0.65,0.63,-2.16,2.77,0.86,8.2,1.659,8.398,1.68,8.3126,0.023,0.02,1,7,1
8.385,0.96,0.51,0.8,-30.28,36.35,5.1,7.11,0.993,7.228,0.97,7.2805,0.01,0.01,1,3,1
8.895,0.82,0.61,0.57,3.73,-21.84,3.86,7.61,1.001,7.728,0.98,7.7768,0.01,0.01,1,0,1
9.708,1.24,0.74,1.36,9.18,59.79,3.89,9.19,0.453,9.228,0.52,9.2943,0.015,0.02,0,2,0
10.015,1.22,0.75,1.07,-16.92,60.31,5.7,8.47,1.176,8.625,1.14,8.6393,0.025,0.02,1,2,1
9.961,0.9,0.7,0.65,-22.85,10.48,1.63,8.08,1.438,8.237,1.43,8.2197,0.016,0.03,1,0,1
8.662,1.06,0.92,0.87,84.86,211.8,10.02,7.59,0.85,7.692,0.86,7.7487,0.002,0.0,0,0,1
10.224,1.5,1.0,1.34,-19.21,-5.09,-0.04,9.71,0.442,9.755,0.51,9.9156,0.048,0.05,2,7,1
8.867,0.92,0.61,0.49,15.54,38.07,3.08,7.61,0.975,7.721,0.96,7.7733,0.011,0.01,0,7,1
9.833,0.93,0.62,0.62,-10.29,1.72,1.75,7.7,1.636,7.903,2.03,7.7821,0.015,0.05,1,1,1
10.434,1.59,1.0,0.92,-6.27,15.6,2.67,9.85,0.513,9.894,0.59,9.9632,0.022,0.02,1,1,0
9.664,1.06,0.67,0.83,-19.33,14.07,5.98,9.02,0.555,9.069,0.63,9.1384,0.016,0.01,1,2,0
9.649,1.23,0.74,0.9,-12.64,78.32,19.26,8.72,0.73,8.821,0.78,8.8572,0.02,0.01,1,3,0
9.784,1.38,0.79,1.08,10.64,-0.67,7.11,9.32,0.41,9.358,0.48,9.4152,0.015,0.02,1,2,0
8.01,0.97,0.55,0.76,36.35,108.92,15.9,7.42,0.51,7.489,0.58,7.5359,0.012,0.01,0,3,0
8.153,0.89,0.62,0.64,-6.18,1.59,0.1,8.3,-0.111,8.285,-0.1,8.2743,0.009,0.01,0,2,1
9.597,1.23,0.82,0.8,-10.41,-22.21,5.29,9.15,0.402,9.186,0.47,9.2383,0.019,0.02,1,1,0
9.763,1.09,0.82,0.72,-223.88,-46.56,11.76,9.06,0.586,9.114,0.66,9.1827,0.002,0.0,0,0,0
10.98,0.94,0.78,0.77,2.02,41.36,3.72,9.27,1.336,9.386,1.3,9.4263,0.037,0.04,1,0,1
10.826,1.46,1.01,0.85,-10.78,-7.2,5.58,9.99,0.701,10.035,0.76,10.132,0.034,0.03,1,1,0
8.041,0.78,0.58,0.57,-60.51,22.49,9.46,7.59,0.407,7.619,0.47,7.6763,0.003,0.0,0,0,0
9.726,1.52,0.97,1.16,-14.78,17.72,1.08,9.49,0.209,9.486,0.23,9.5501,0.012,0.01,0,3,1
9.047,0.75,0.64,0.62,-84.19,7.32,14.6,8.3,0.619,8.365,0.69,8.4299,0.013,0.01,1,0,0
5.437,0.69,0.4,0.4,-4.4,13.7,2.38,5.58,-0.11,5.564,-0.09,5.5506,0.004,0.01,1,7,1
8.294,1.02,0.68,0.83,4.07,23.21,6.35,8.12,0.136,8.136,0.15,8.1683,0.008,0.01,1,2,0
10.754,1.49,0.88,1.44,-223.17,293.05,20.81,9.56,0.904,9.603,0.95,9.6909,0.005,0.01,0,3,0
9.294,0.97,0.57,0.91,-21.02,-28.36,4.8,8.12,0.93,8.218,0.92,8.277,0.015,0.01,1,7,1
9.11,1.08,0.65,0.87,83.92,667.39,55.53,7.92,0.94,8.028,0.99,8.0616,0.01,0.01,1,2,0
9.71,0.83,0.74,0.67,-4.1,4.86,14.84,8.81,0.708,8.911,0.76,8.9496,0.017,0.01,1,0,1
7.655,0.79,0.42,0.77,-42.42,-34.51,6.03,6.08,1.216,6.213,1.2,6.2416,0.0,0.03,1,6,1
9.983,1.42,0.87,1.23,9.51,15.34,4.79,9.26,0.604,9.321,0.67,9.3905,0.025,0.02,1,2,0
9.957,1.38,0.78,1.37,-47.19,7.91,7.66,9.32,0.546,9.362,0.62,9.4348,0.015,0.01,1,3,0
9.809,1.37,0.89,1.02,-17.15,20.38,8.85,9.13,0.606,9.144,0.68,9.2568,0.02,0.02,1,3,0
10.324,1.06,0.85,0.93,-13.62,2.93,7.15,9.63,0.594,9.676,0.66,9.7555,0.028,0.03,1,0,0
8.097,0.8,0.58,0.56,-27.93,209.71,36.15,7.27,0.681,7.353,0.74,7.4137,0.007,0.01,1,0,1
7.529,0.73,0.49,0.45,-254.89,545.6,28.91,6.81,0.596,6.883,0.67,6.9389,0.005,0.01,0,7,1
9.786,1.32,0.98,0.88,6.02,49.86,7.79,9.43,0.293,9.478,0.33,9.4983,0.027,0.04,1,0,1
5.387,0.54,0.4,0.37,-2.45,13.67,4.27,5.38,0.008,5.383,0.03,5.3941,0.003,0.0,1,7,1
8.971,1.08,0.66,0.95,-48.06,-54.19,7.55,8.46,0.438,8.498,0.51,8.5694,0.015,0.02,0,3,0
8.759,0.99,0.57,0.76,-65.49,-3.68,2.96,6.9,1.426,7.051,1.41,7.0415,0.011,0.02,1,3,1
8.556,0.94,0.59,0.79,-14.81,8.22,5.31,8.08,0.43,8.107,0.5,8.1699,0.015,0.02,0,3,0
9.212,1.24,0.72,1.02,-5.18,-6.5,6.44,8.82,0.374,8.864,0.44,8.9262,0.015,0.02,0,3,0
8.665,0.85,0.58,0.52,4.21,86.84,10.47,7.63,0.843,7.706,0.86,7.7698,0.003,0.0,1,1,0
8.634,0.82,0.7,0.57,-12.46,109.1,8.12,8.14,0.433,8.189,0.5,8.2312,0.015,0.02,0,0,0
8.321,1.08,0.73,1.11,-277.8,-165.95,20.45,7.57,0.616,7.641,0.68,7.6992,0.003,0.0,1,2,0
9.386,1.1,0.73,0.7,-35.18,162.24,12.98,8.68,0.564,8.736,0.64,8.806,0.002,0.0,0,1,0
5.646,0.71,0.38,0.43,0.3,25.8,6.17,5.72,-0.056,5.712,-0.03,5.711,0.003,0.0,1,7,1
9.247,0.85,0.68,0.86,-28.27,43.76,6.59,8.6,0.548,8.664,0.62,8.7085,0.015,0.01,0,0,0
9.522,1.18,0.69,1.04,-34.56,-36.3,9.83,8.79,0.611,8.851,0.68,8.9234,0.016,0.01,1,2,0
8.138,0.73,0.49,0.56,-89.13,31.21,8.37,6.91,0.95,7.037,0.94,7.0768,0.008,0.01,1,2,1
8.926,1.09,0.61,0.79,-59.0,35.97,4.91,7.06,1.427,7.217,1.41,7.1976,0.011,0.02,1,3,1
6.84,1.03,0.7,0.83,-12.89,-14.33,5.5,5.77,0.855,5.866,0.87,5.9256,0.005,0.0,1,6,1
10.097,0.86,0.73,0.73,6.36,28.76,2.98,8.77,1.08,8.896,1.04,8.9363,0.015,0.01,1,0,1
10.681,1.35,1.02,0.78,0.74,25.67,0.66,8.98,1.311,9.119,1.27,9.1318,0.03,0.04,1,1,1
9.453,1.12,0.71,1.07,73.56,252.2,10.52,8.85,0.52,8.898,0.59,8.9664,0.012,0.01,0,2,0
9.136,0.66,0.56,0.52,-3.77,21.52,2.03,7.55,1.227,7.681,1.19,7.7134,0.011,0.01,1,0,1
9.693,1.2,0.8,0.92,23.54,204.69,8.17,8.89,0.647,8.959,0.71,9.0406,0.01,0.01,0,3,0
9.53,0.98,0.73,0.82,-26.47,-39.02,4.65,8.22,1.016,8.36,0.99,8.3871,0.005,0.0,0,7,1
8.386,1.07,0.64,0.83,-46.57,-12.29,9.52,7.7,0.559,7.797,0.63,7.8349,0.003,0.0,0,3,0
9.15,0.81,0.65,0.62,-3.46,-16.12,1.96,7.93,0.95,8.05,0.94,8.0892,0.012,0.01,1,0,1
8.913,0.82,0.55,0.53,10.54,4.05,5.31,7.58,1.037,7.7,1.01,7.751,0.007,0.01,1,1,1
8.781756678668268,0.51,0.45,0.42,324.37,2220.12,133.78,2.82,0.618,7.975777382882781,0.68,2.9305,0.008,0.02,0,7,1
9.994,1.45,0.99,0.93,-38.1,62.36,7.59,9.46,0.5,9.471,0.57,9.5744,0.031,0.03,1,1,0
8.561,0.91,0.62,0.77,-35.47,40.4,6.89,6.88,1.293,7.022,1.25,7.034,0.013,0.01,1,2,1
6.875,0.56,0.44,0.45,1.48,-1.39,1.07,6.91,-0.023,6.903,0.0,6.9114,0.006,0.01,1,7,0
9.727,1.39,0.83,1.24,-3.47,11.42,3.19,9.35,0.36,9.358,0.42,9.4288,0.027,0.03,1,3,0
8.774,1.01,0.57,0.93,5.6,11.9,4.12,7.52,0.99,7.621,0.97,7.6865,0.01,0.01,1,2,1
9.732,1.29,0.82,1.0,-8.18,111.8,10.19,8.9,0.675,8.996,0.73,9.0214,0.015,0.01,0,2,0
11.195,1.61,0.98,1.11,-0.2,24.37,-3.01,9.48,1.311,9.633,1.27,9.6395,0.037,0.04,1,1,1
10.019,1.23,0.97,0.77,22.59,36.79,5.75,9.47,0.491,9.507,0.56,9.5801,0.021,0.02,1,0,0
9.646,0.97,0.7,0.81,-23.98,-11.87,1.46,7.64,1.533,7.802,1.58,7.7587,0.022,0.05,1,7,1
10.585,1.06,0.85,0.74,-11.61,33.32,0.77,8.97,1.241,9.111,1.2,9.1301,0.032,0.03,1,0,1
10.309,1.39,0.87,1.12,-10.65,11.47,9.53,9.68,0.502,9.722,0.57,9.8098,0.006,0.01,0,3,0
10.79,1.04,0.71,0.77,-9.07,-7.81,1.5,8.64,1.606,8.854,1.63,8.7527,0.036,0.04,1,7,1
7.683,0.91,0.64,0.62,-45.66,-49.64,4.45,6.71,0.879,6.741,0.89,6.8267,0.011,0.01,0,7,1
4.164,0.69,0.5,0.43,32.83,106.14,42.51,3.93,0.175,3.965,0.2,3.9946,0.008,0.02,0,7,0
3.802,0.78,0.56,0.46,-353.64,232.76,42.14,2.4,1.083,2.519,1.11,2.5512,0.016,0.02,0,7,1
8.552,0.91,0.49,0.49,-3.94,0.67,0.91,7.8,0.635,7.864,0.7,8.0229,0.008,0.01,2,7,1
8.354,0.91,0.49,0.76,-12.07,21.65,4.3,6.24,1.622,6.461,2.04,6.3218,0.02,0.05,1,3,1
8.824,1.0,0.53,0.83,-17.93,-6.83,3.08,7.6,0.976,7.69,0.96,7.7615,0.011,0.01,1,7,1
9.8,1.66,3.06,3.16,-1.61,-3.69,-1.65,9.6,0.197,9.627,0.22,9.665,0.004,0.01,1,7,1
9.689,1.12,0.77,0.91,4.29,-23.75,8.85,9.08,0.526,9.126,0.6,9.1986,0.015,0.02,1,1,0
9.69,1.11,0.71,0.91,-46.98,-52.33,3.84,8.27,1.087,8.413,1.05,8.4401,0.02,0.02,1,2,1
10.595,1.68,1.04,1.26,-44.05,-16.2,4.62,10.08,0.407,10.12,0.47,10.2049,0.015,0.02,0,3,0
9.094,1.19,0.69,1.06,-90.18,-22.7,11.7,8.58,0.463,8.614,0.53,8.6792,0.015,0.02,1,3,0
7.341,1.23,1.68,1.85,1.49,69.63,6.71,6.16,0.893,6.302,0.89,6.3578,0.012,0.03,0,6,1
6.605,0.75,0.46,0.43,0.05,14.85,3.84,6.58,0.021,6.582,0.04,6.5982,0.005,0.0,1,7,0
8.788,0.6,0.5,0.49,-22.46,54.31,4.97,6.98,1.378,7.141,1.35,7.1308,0.01,0.01,1,0,1
8.672,0.72,0.58,0.57,7.12,112.5,11.96,8.1,0.501,8.159,0.57,8.2135,0.015,0.02,1,0,0
10.179,1.04,0.8,0.71,-6.71,-15.11,1.51,8.89,1.001,9.012,0.98,9.0583,0.022,0.02,1,0,1
9.649,1.09,0.77,0.83,1.06,45.25,7.33,9.11,0.461,9.156,0.53,9.2135,0.015,0.02,1,1,0
8.813,1.19,1.15,1.29,-0.61,44.48,9.53,8.03,0.515,8.255,0.59,8.1374,0.015,0.02,0,0,1
10.142,0.94,0.83,0.72,-3.03,26.67,2.91,9.09,0.9,9.195,0.9,9.2454,0.015,0.01,1,0,1
9.331,1.15,0.84,0.83,-34.27,72.46,4.76,8.93,0.31,9.008,0.36,9.0034,0.021,0.03,1,1,0
10.263,1.08,0.91,0.9,-78.02,-32.64,10.27,9.52,0.735,9.516,0.72,9.6108,0.029,0.03,1,4,1
10.303,1.52,1.1,0.77,18.97,27.84,4.3,10.22,0.05,10.274,0.06,10.2631,0.0,0.0,0,7,0
10.353,1.12,0.8,0.75,-21.55,-9.97,0.97,8.49,1.427,8.644,1.41,8.625,0.021,0.03,1,0,1
7.224,0.84,0.51,0.73,-16.89,102.06,12.51,6.66,0.487,6.705,0.56,6.7718,0.007,0.01,1,7,1
10.718,1.47,0.94,1.17,9.45,-40.92,18.1,9.5,0.931,9.63,0.98,9.644,0.037,0.04,1,2,0
9.544,0.84,0.6,0.73,-3.84,0.34,2.03,7.35,1.689,7.55,2.08,7.4234,0.02,0.06,1,6,1
9.258,0.82,0.54,0.59,-2.71,11.13,3.09,7.57,1.302,7.707,1.26,7.7294,0.012,0.01,1,7,1
9.936,1.24,0.76,0.98,-0.02,17.97,4.76,8.49,1.132,8.601,1.1,8.6546,0.02,0.02,1,3,1
9.023,0.92,0.64,0.83,-27.03,-28.23,4.88,7.49,1.19,7.605,1.15,7.667,0.015,0.01,0,7,1
9.29,1.28,0.76,1.12,-58.9,23.07,9.94,8.68,0.528,8.729,0.6,8.7914,0.015,0.02,1,2,0
7.286,0.97,0.58,0.69,-15.26,32.93,4.86,5.99,1.022,6.091,0.98,6.1516,0.028,0.03,1,2,1
10.761,1.72,0.97,1.38,-27.01,54.38,5.49,10.14,0.52,10.212,0.59,10.2552,0.049,0.05,1,3,0
9.451,1.09,0.85,0.72,6.81,-7.18,2.36,9.05,0.342,9.09,0.4,9.1339,0.02,0.03,1,0,1
11.006,1.27,0.85,1.06,-14.02,-17.21,1.28,9.08,1.453,9.299,2.48,9.1018,0.044,0.08,1,2,1
9.992,1.45,0.86,1.07,-27.48,-27.73,3.67,9.52,0.44,9.539,0.51,9.6416,0.015,0.02,0,3,0
8.305,0.98,0.6,0.83,-4.54,-9.33,4.53,7.18,0.894,7.278,0.9,7.3395,0.01,0.01,1,7,1
9.561,1.24,1.54,2.05,-10.03,-1.51,1.61,8.21,1.059,8.32,1.03,8.375,0.02,0.02,1,7,1
9.972,1.28,0.85,1.01,-35.93,-78.61,7.34,9.39,0.53,9.441,0.6,9.5143,0.015,0.02,0,2,0
10.219,1.09,0.83,0.72,2.1,37.42,2.36,9.02,0.947,9.123,0.94,9.1807,0.023,0.02,1,0,1
8.173,0.89,0.55,0.78,26.1,72.39,13.47,7.73,0.401,7.776,0.47,7.8206,0.012,0.01,1,2,0
9.447,0.75,0.64,0.62,3.28,14.25,2.63,8.28,0.912,8.396,0.91,8.4434,0.016,0.01,1,0,1
9.408,1.42,0.78,1.08,-3.32,2.19,4.65,8.99,0.402,8.997,0.47,9.082,0.019,0.02,1,3,0
7.091,0.84,0.51,0.71,4.96,59.55,8.63,6.78,0.261,6.812,0.29,6.8522,0.003,0.0,0,3,0
9.094,1.05,0.7,0.56,5.94,2.76,6.14,8.7,0.362,8.748,0.42,8.7898,0.015,0.02,1,1,0
10.631,2.39,1.92,1.92,-5.23,3.26,0.33,9.92,0.632,9.932,0.7,10.0574,0.033,0.03,1,1,0
7.511,0.77,0.51,0.48,1.39,3.61,2.03,7.47,0.043,7.463,0.06,7.4853,0.007,0.01,1,7,0
9.321,0.93,0.56,0.78,-4.76,22.1,1.84,8.0,1.034,8.112,1.01,8.1687,0.015,0.01,1,7,1
9.943,1.37,0.79,1.2,-104.69,328.21,21.72,9.02,0.745,9.098,0.79,9.1625,0.004,0.0,0,2,0
10.207,1.34,1.02,0.94,10.76,8.59,-0.2,8.64,1.219,8.762,1.18,8.8048,0.025,0.03,1,3,1
9.183,2.15,1.58,2.02,31.69,93.22,10.58,8.46,1.2,8.604,0.6,8.5725,0.495,0.06,1,3,0
10.713,1.27,0.94,0.83,-2.65,-28.23,4.09,9.27,1.14,9.369,1.1,9.4347,0.029,0.03,1,0,1
10.433,1.13,0.92,0.98,-12.17,29.52,6.97,9.88,0.512,9.895,0.58,9.9942,0.032,0.03,1,0,0
8.896,1.48,0.8,1.16,-16.09,39.6,8.87,7.35,1.205,7.49,3.91,6.8388,0.013,0.04,1,3,1
9.732,1.13,0.73,0.68,-16.25,58.6,3.97,9.12,0.535,9.164,0.61,9.2359,0.013,0.01,1,1,0
8.928,0.8,0.55,0.51,8.98,50.1,3.52,7.67,0.983,7.784,0.96,7.8345,0.01,0.01,1,0,1
7.113,0.78,0.54,0.66,20.48,114.91,6.65,5.01,1.584,5.247,2.5,5.0291,0.013,0.07,1,7,1
8.126,0.72,0.47,0.6,-14.57,18.37,2.93,6.05,1.58,6.237,1.59,6.1704,0.015,0.09,1,6,1
9.301,1.95,1.77,2.01,25.39,44.86,8.17,8.27,0.795,8.408,0.83,8.4245,0.013,0.01,1,0,1
5.228,0.75,0.45,0.39,-15.33,84.1,12.32,5.18,0.043,5.187,0.06,5.1998,0.002,0.0,1,7,0
8.191,0.92,0.59,0.76,-26.99,-44.83,7.5,6.75,1.127,6.863,1.09,6.9148,0.01,0.01,1,2,1
9.619,1.05,0.72,0.73,-19.77,-107.6,12.57,8.92,0.609,8.983,0.68,9.0549,0.005,0.0,0,1,0
8.088,0.72,0.55,0.62,-12.66,85.62,6.03,7.73,0.33,7.778,0.38,7.8144,0.001,0.0,1,0,1
6.555,0.86,0.53,0.72,-203.14,32.79,27.51,6.05,0.447,6.095,0.52,6.1492,0.005,0.01,1,7,0
7.166,0.87,0.52,0.72,-112.69,-118.11,31.01,6.44,0.594,6.502,0.62,6.5582,0.002,0.07,1,3,0
9.386,1.13,0.65,0.86,-16.68,36.68,3.71,8.03,1.077,8.122,1.04,8.1986,0.014,0.01,1,3,1
7.666,0.9,0.57,0.71,-43.96,40.07,17.88,7.1,0.5,7.17,0.57,7.2122,0.006,0.01,0,2,0
7.451,0.68,0.47,0.48,-41.36,135.95,7.86,5.42,1.556,5.604,1.74,5.5259,0.019,0.01,1,1,1
11.165,1.4,0.87,1.1,-228.26,-354.87,26.64,9.62,1.128,9.677,1.21,9.7257,0.01,0.01,0,7,0
10.182,1.51,1.13,0.92,3.93,19.77,0.28,9.75,0.42,9.752,0.49,9.847,0.027,0.03,1,0,0
9.182,0.89,0.62,0.63,1.93,16.54,4.52,7.79,1.086,7.906,1.05,7.9596,0.011,0.01,1,0,1
7.67,0.67,0.44,0.44,-5.33,159.44,8.58,6.26,1.09,6.386,1.08,6.4333,0.0,0.03,1,1,1
8.885,0.99,0.69,0.75,-2.11,-1.22,-1.11,8.74,0.188,8.748,0.21,8.8156,0.004,0.01,0,7,1
10.384,1.06,0.87,0.77,2.31,39.9,2.01,9.14,0.973,9.253,0.96,9.3078,0.027,0.02,1,0,1
10.624,2.78,1.85,1.88,-49.29,75.34,3.22,10.14,0.42,10.176,0.49,10.2391,0.015,0.02,0,1,0
7.512,1.1,0.65,0.9,3.49,11.46,3.74,7.14,0.318,7.163,0.37,7.2213,0.011,0.01,1,3,0
9.055,1.17,0.8,0.78,-29.4,79.8,6.45,8.51,0.446,8.558,0.52,8.6097,0.003,0.0,1,1,0
8.425,0.88,0.52,0.57,-10.54,-7.85,0.87,7.3,0.894,7.399,0.9,7.4534,0.009,0.01,1,7,1
9.831,1.06,0.69,0.81,-37.96,31.87,3.42,8.56,1.008,8.656,0.98,8.72,0.019,0.01,1,2,1
7.442,0.86,0.59,0.71,-2.76,-4.42,7.03,6.28,0.916,6.386,0.91,6.4453,0.006,0.0,1,7,1
10.471,1.25,0.86,0.9,31.61,17.4,3.68,9.13,1.066,9.221,1.03,9.2942,0.026,0.02,1,0,1
10.332,1.35,0.94,1.04,26.62,178.76,15.85,9.25,0.864,9.335,0.91,9.4046,0.001,0.0,0,2,1
10.27,3.63,2.41,2.79,-4.9,17.97,1.04,9.84,0.398,9.938,0.46,9.9321,0.015,0.02,0,3,0
